,title,link,company,location,salary,description,date_added,skills,search_term,date_searched
0,Principal Engineer,careerjet.pl/jobad/ple024624de54a7ab6cd00faaa5b662639,GlaxoSmithKline,"Poznań, wielkopolskie",,"GSK is a global biopharma company with a special purpose – to unite science, technology and talent to get ahead of disease together – so we can positively impact the health of bill…",,,python,2023-11-27
1,Mid / Senior Embedded C Developer @ Antal Poland,careerjet.pl/jobad/pl61983754038c9fd7fabcf22f339d38af,Antal International,"Kraków, małopolskie",,"Bardzo dobra znajomość języka programowania C,  Doświadczenie w programowaniu systemów wbudowanych,  Wykształcenie wyższe techniczne (automatyka, elektronika, telekomunikacja, info…",,,python,2023-11-27
2,Senior Data Engineer with Python,careerjet.pl/jobad/plec2c01a7de163b1feea09fbb69b76dd2,GFT Technologies,Polska,,You in GFT   You will work with and learn from top IT experts. You will join a crew of experienced engineers: 60% of our employees are senior level.   Interested in the cloud? You …,,,python,2023-11-27
3,Senior Backend Software Engineer (Python),careerjet.pl/jobad/pl905e92585e2c168426fc9d00dfc0e569,Binariks,"Kraków, małopolskie",,"Binariks is looking for a highly motivated Senior Python Engineer for a new project. The client is a forefront provider of battery analytics software, empowering businesses engaged…",,,python,2023-11-27
4,Software Engineer Graduate/Junior/Mid-level/Senior,careerjet.pl/jobad/pl96d8d973cc51f6d96a07f961dba0b6e4,Arista Networks,"Kraków, małopolskie",,Company Description   Arista Networks was founded to pioneer and deliver software driven cloud networking solutions for large data center storage and computing environments. Arista…,,,python,2023-11-27
5,wykładowca-trener,careerjet.pl/jobad/pl4149b4bec23c33b28139dbb20d4bb1ec,SME Training Karwatka,"Warszawa, mazowieckie",,"Firma edukacyjna z Warszawy poszukuje wykładowcę, trenera programowania Framework Django. Osoby zainteresowane prosimy o kontakt…",,,python,2023-11-27
6,Python Developer,careerjet.pl/jobad/pl018177d3bb2970b1fcd631fc3faf3709,Accenture,"Sienno, mazowieckie",,"Python Developer   Data & Applied Intelligence to hub technologiczny działający na rynku lokalnym i globalnym zatrudniający ponad 200 specjalistów w Polsce – architektów, inżynieró…",,,python,2023-11-27
7,Senior Python Developer,careerjet.pl/jobad/pl484927c6dee278a354d33fe28a3af1a3,EY,"Wrocław, dolnośląskie",,Senior Python Developer   Let us introduce you the job offer by EY GDS Poland - a member of the global integrated service delivery center network by EY.   This specific position gi…,,,python,2023-11-27
8,Programista Python/Flask/pandas,careerjet.pl/jobad/pl12e98eb7eabcc1fd6718f0ce6719435d,Lime Brains,"Gdynia, pomorskie",,"Wymagania:  Znakomita znajomość języka Python  Dobra znajomość Frameworków Pythonowych (Flask, FastAPI, DJango)  Dobra znajomość Pandas, NumPy  Znajomość systemów kontroli wersji (…",,,python,2023-11-27
9,programista React/TypeScript lub FullStack Python,careerjet.pl/jobad/pl72a7548eab20110d037a1c4d5bc6d440,Lime Brains,"Gdynia, pomorskie",,Wymagania:  Dobra znajomość jednego z frameworków React/Vue/Angular lub Python/Flask/Django   Znajomość systemów kontroli wersji GIT   Oferujemy:  Code Review  Projekty open source…,,,python,2023-11-27
